temp,pressure,humidity,precipitation,cloud,gust,condition
27.3,1008.0,84,1.56,61,22.0,Rainy
27.6,1008.0,82,0.78,54,23.5,Rainy
28.0,1007.0,81,0.93,47,25.1,Clear
28.3,1007.0,79,1.24,41,26.6,Clear
28.2,1007.0,80,0.62,36,25.6,Clear
28.0,1007.0,81,0.0,32,24.5,Clear
27.9,1007.0,82,0.0,27,23.4,Clear
27.6,1007.0,84,0.0,36,22.2,Clear
27.3,1007.0,86,0.03,46,21.0,Chance of rain
27.0,1008.0,88,0.04,55,19.8,Chance of rain
27.0,1008.0,88,0.02,66,18.4,Chance of rain
27.0,1008.0,88,0.17,77,16.9,Rainy
27.0,1008.0,88,0.22,88,15.5,Rainy
26.9,1008.0,87,0.11,88,16.0,Rainy
26.9,1007.0,87,0.33,87,16.4,Chance of rain
26.8,1007.0,86,0.44,86,16.9,Chance of rain
26.8,1007.0,85,0.22,83,18.1,Chance of rain
26.8,1007.0,85,0.43,80,19.3,Rainy
26.8,1007.0,84,0.58,78,20.5,Rainy
27.2,1007.0,82,0.29,73,21.2,Rainy
27.6,1007.0,80,0.43,68,22.0,Clear
28.0,1008.0,78,0.58,64,22.7,Clear
28.4,1008.0,77,0.29,58,21.4,Clear
28.8,1008.0,76,0.0,52,20.0,Clear
29.2,1008.0,74,0.0,46,18.7,Clear
29.2,1007.0,74,0.0,46,20.3,Clear
29.1,1007.0,75,0.0,46,21.8,Clear
29.1,1006.0,75,0.0,46,23.4,Clear
28.8,1006.0,76,0.0,48,24.0,Clear
28.5,1006.0,78,0.07,50,24.6,Chance of rain
28.2,1006.0,79,0.09,53,25.2,Chance of rain
28.0,1006.0,80,0.04,61,25.2,Chance of rain
27.7,1007.0,82,0.17,70,25.2,Chance of rain
27.5,1007.0,83,0.22,78,25.2,Chance of rain
27.4,1007.0,84,0.11,77,25.2,Chance of rain
27.3,1007.0,84,0.53,76,25.2,Rainy
27.2,1008.0,85,0.71,75,25.2,Rainy
27.0,1007.0,85,0.36,70,25.9,Rainy
26.9,1007.0,86,1.17,64,26.6,Rainy
26.7,1007.0,87,1.56,58,27.4,Rainy
26.8,1007.0,86,0.78,63,29.0,Rainy
26.9,1007.0,86,1.9,67,30.7,Rainy
27.0,1007.0,85,2.53,72,32.4,Rainy
27.4,1007.0,84,1.27,70,33.1,Rainy
27.7,1007.0,82,2.47,68,33.8,Rainy
28.1,1007.0,80,3.29,66,34.6,Rainy
28.4,1007.0,79,1.64,65,33.4,Rainy
28.6,1007.0,78,1.1,65,32.2,Rainy
28.9,1008.0,77,1.47,64,31.0,Rainy
28.9,1007.0,77,0.73,66,32.0,Rainy
28.8,1007.0,77,1.07,68,33.1,Chance of rain
28.8,1006.0,77,1.42,70,34.2,Chance of rain
28.4,1006.0,79,0.71,73,30.1,Chance of rain
27.9,1006.0,81,0.17,76,26.0,Chance of rain
27.5,1006.0,83,0.22,80,22.0,Chance of rain
27.2,1006.0,84,0.11,75,21.7,Chance of rain
27.0,1007.0,85,0.1,71,21.5,Clear
26.7,1007.0,86,0.13,66,21.2,Clear
26.6,1007.0,86,0.07,60,20.9,Clear
26.6,1007.0,87,0.0,54,20.5,Chance of rain
3.2,1016.0,72,0.0,27,18.0,Clear
3.3,1016.0,72,0.0,27,16.0,Clear
3.3,1016.0,72,0.0,27,13.9,Clear
3.4,1016.0,72,0.0,26,11.9,Clear
3.9,1016.0,71,0.0,27,9.8,Clear
4.4,1016.0,70,0.0,28,7.8,Clear
4.9,1016.0,69,0.0,29,5.8,Clear
5.4,1016.0,67,0.0,27,8.4,Clear
6.0,1016.0,66,0.0,25,11.0,Clear
6.5,1016.0,64,0.0,23,13.7,Clear
6.7,1017.0,64,0.0,23,17.4,Clear
6.8,1017.0,63,0.0,23,21.1,Clear
7.0,1017.0,63,0.0,23,24.8,Clear
6.8,1017.0,64,0.0,24,25.6,Clear
6.6,1017.0,64,0.0,24,26.3,Clear
6.4,1017.0,65,0.0,24,27.0,Clear
6.2,1017.0,66,0.0,22,26.3,Clear
6.0,1017.0,67,0.0,20,25.6,Clear
5.8,1017.0,67,0.0,18,24.8,Clear
5.4,1017.0,69,0.0,18,24.0,Clear
5.0,1017.0,70,0.0,18,23.2,Clear
4.6,1017.0,72,0.0,18,22.3,Clear
4.2,1017.0,72,0.0,18,19.7,Clear
3.9,1017.0,73,0.0,18,17.0,Clear
3.5,1017.0,74,0.0,18,14.4,Clear
3.2,1017.0,74,0.0,18,14.0,Clear
3.0,1017.0,74,0.0,18,13.7,Clear
2.7,1017.0,75,0.0,18,13.3,Clear
2.8,1017.0,75,0.0,18,13.8,Clear
3.0,1018.0,75,0.0,19,14.3,Clear
3.1,1018.0,75,0.0,19,14.8,Clear
3.3,1018.0,75,0.0,20,15.6,Clear
3.6,1018.0,75,0.0,20,16.4,Clear
3.8,1019.0,74,0.0,21,17.3,Clear
4.0,1019.0,74,0.0,20,19.0,Clear
4.3,1019.0,73,0.0,20,20.6,Clear
4.5,1020.0,73,0.0,19,22.3,Clear
4.5,1020.0,72,0.0,18,23.9,Clear
4.6,1020.0,72,0.0,17,25.4,Clear
4.6,1020.0,72,0.0,17,27.0,Clear
4.5,1020.0,72,0.0,16,27.4,Clear
4.3,1020.0,72,0.0,15,27.7,Clear
4.2,1021.0,72,0.0,15,28.1,Clear
4.0,1021.0,73,0.0,15,27.2,Clear
3.8,1021.0,74,0.0,16,26.4,Clear
3.6,1021.0,74,0.0,16,25.6,Clear
3.2,1021.0,76,0.0,15,24.5,Clear
2.8,1021.0,78,0.0,15,23.4,Clear
2.4,1021.0,80,0.0,15,22.3,Clear
2.1,1021.0,81,0.0,14,21.6,Clear
1.9,1022.0,82,0.0,14,20.9,Clear
1.6,1022.0,83,0.0,14,20.2,Clear
2.0,1022.0,82,0.0,12,19.4,Clear
2.4,1022.0,81,0.0,11,18.7,Clear
2.8,1022.0,80,0.0,10,18.0,Clear
3.4,1022.0,77,0.0,8,19.2,Clear
3.9,1022.0,75,0.0,7,20.4,Clear
4.5,1022.0,72,0.0,6,21.6,Clear
5.0,1021.0,70,0.0,5,24.6,Clear
5.4,1021.0,68,0.0,5,27.6,Clear
5.9,1021.0,65,0.0,4,30.6,Clear
6.1,1020.0,64,0.0,4,32.9,Clear
6.4,1020.0,62,0.0,4,35.2,Clear
6.6,1020.0,61,0.0,5,37.4,Clear
6.6,1020.0,60,0.0,4,38.5,Clear
6.6,1019.0,60,0.0,4,39.6,Clear
6.6,1019.0,59,0.0,4,40.7,Clear
6.4,1019.0,59,0.0,11,40.0,Clear
6.2,1019.0,59,0.0,17,39.2,Clear
6.0,1018.0,59,0.0,23,38.5,Clear
5.6,1018.0,61,0.0,27,35.9,Clear
5.3,1018.0,62,0.0,30,33.2,Clear
4.9,1018.0,64,0.0,33,30.6,Clear
4.7,1018.0,65,0.0,40,29.6,Clear
4.5,1017.0,66,0.0,46,28.7,Clear
4.3,1017.0,67,0.0,53,27.7,Clear
4.6,1017.0,66,0.0,54,27.2,Clear
5.0,1017.0,66,0.0,56,26.8,Chance of rain
5.3,1017.0,66,0.0,58,26.3,Chance of rain
5.6,1017.0,64,0.0,55,26.6,Chance of rain
6.0,1017.0,63,0.0,51,27.0,Clear
6.3,1017.0,62,0.0,48,27.4,Clear
6.5,1017.0,61,0.0,46,28.9,Clear
6.7,1017.0,60,0.0,44,30.5,Clear
6.9,1017.0,59,0.0,42,32.0,Clear
6.9,1016.0,59,0.0,36,34.0,Clear
7.0,1016.0,58,0.0,29,35.9,Clear
7.0,1016.0,58,0.0,23,37.8,Clear
6.9,1016.0,58,0.0,17,38.9,Clear
6.7,1016.0,58,0.0,11,40.0,Clear
6.6,1016.0,58,0.0,6,41.0,Clear
6.3,1016.0,58,0.0,5,40.6,Clear
6.1,1016.0,59,0.0,4,40.1,Clear
5.8,1016.0,60,0.0,3,39.6,Clear
5.3,1016.0,61,0.0,3,36.4,Clear
4.9,1016.0,62,0.0,3,33.1,Clear
4.4,1016.0,64,0.0,4,29.9,Clear
4.1,1016.0,65,0.0,4,27.8,Clear
3.9,1016.0,66,0.0,3,25.8,Clear
3.6,1016.0,67,0.0,3,23.8,Clear
3.9,1016.0,67,0.0,3,22.6,Clear
4.2,1016.0,66,0.0,3,21.4,Clear
4.5,1016.0,66,0.0,2,20.2,Clear
4.8,1016.0,65,0.0,4,19.7,Clear
5.0,1017.0,64,0.0,5,19.2,Clear
5.3,1017.0,64,0.0,7,18.7,Clear
5.4,1017.0,63,0.0,10,19.2,Clear
5.5,1017.0,62,0.0,14,19.7,Clear
5.6,1017.0,62,0.0,17,20.2,Clear
5.7,1017.0,61,0.0,16,21.0,Clear
5.7,1017.0,61,0.0,15,21.8,Clear
5.8,1018.0,61,0.0,14,22.7,Clear
5.8,1018.0,61,0.0,11,23.0,Clear
5.8,1018.0,62,0.0,8,23.4,Clear
5.8,1018.0,62,0.0,6,23.8,Clear
5.6,1018.0,63,0.0,5,23.8,Clear
5.4,1018.0,63,0.0,4,23.8,Clear
5.2,1018.0,64,0.0,3,23.8,Clear
5.0,1018.0,64,0.0,4,24.6,Clear
4.8,1018.0,64,0.0,4,25.4,Clear
4.6,1018.0,64,0.0,4,26.3,Clear
4.5,1018.0,64,0.0,4,26.3,Clear
4.5,1018.0,64,0.0,4,26.3,Clear
4.4,1018.0,64,0.0,4,26.3,Clear
4.6,1018.0,64,0.0,4,26.0,Clear
4.9,1018.0,63,0.0,4,25.8,Clear
5.1,1018.0,62,0.0,5,25.6,Clear
5.4,1018.0,61,0.0,5,26.0,Clear
5.8,1018.0,60,0.0,5,26.5,Clear
6.1,1019.0,59,0.0,6,27.0,Clear
6.3,1019.0,59,0.0,6,28.1,Clear
6.5,1019.0,58,0.0,7,29.2,Clear
6.7,1019.0,58,0.0,7,30.2,Clear
6.7,1019.0,58,0.0,6,30.1,Clear
6.6,1019.0,59,0.0,6,30.0,Clear
6.6,1019.0,60,0.0,5,29.9,Clear
6.3,1019.0,61,0.0,5,29.6,Clear
6.1,1019.0,62,0.0,5,29.4,Clear
5.8,1019.0,63,0.0,5,29.2,Clear
5.5,1019.0,64,0.0,5,28.1,Clear
5.2,1019.0,65,0.0,6,27.0,Clear
4.9,1019.0,66,0.0,6,25.9,Clear
4.6,1019.0,67,0.0,7,24.4,Clear
4.2,1019.0,69,0.0,7,22.8,Clear
3.9,1019.0,70,0.0,7,21.2,Clear
3.6,1019.0,71,0.0,7,19.4,Clear
3.3,1020.0,72,0.0,7,17.6,Clear
3.0,1020.0,73,0.0,6,15.8,Clear
3.0,1020.0,74,0.0,19,14.4,Clear
3.0,1021.0,75,0.0,31,13.0,Clear
3.0,1021.0,76,0.0,44,11.5,Clear
3.1,1021.0,76,0.0,41,11.5,Clear
3.2,1021.0,77,0.0,38,11.5,Chance of rain
3.3,1021.0,77,0.0,36,11.5,Chance of rain
3.3,1022.0,76,0.0,27,12.1,Chance of rain
3.4,1022.0,76,0.0,18,12.7,Clear
3.4,1022.0,76,0.0,9,13.3,Clear
3.5,1022.0,75,0.0,7,13.8,Clear
3.6,1022.0,74,0.0,6,14.3,Clear
3.7,1022.0,74,0.0,4,14.8,Clear
3.7,1022.0,73,0.0,4,15.8,Clear
3.6,1022.0,72,0.0,5,16.9,Clear
3.6,1023.0,71,0.0,5,18.0,Clear
3.4,1023.0,70,0.0,6,18.5,Clear
3.3,1023.0,70,0.0,6,19.0,Clear
3.1,1023.0,70,0.0,7,19.4,Clear
2.9,1023.0,70,0.0,8,18.5,Clear
2.8,1024.0,71,0.0,9,17.5,Clear
15.3,1014.0,53,0.0,7,20.5,Clear
14.9,1013.0,54,0.0,13,20.8,Clear
14.4,1013.0,54,0.0,18,21.0,Clear
14.0,1012.0,55,0.0,24,21.2,Clear
13.8,1012.0,54,0.0,19,23.6,Clear
13.7,1011.0,54,0.0,15,26.0,Clear
13.5,1011.0,54,0.0,11,28.4,Clear
14.3,1010.0,52,0.0,8,29.6,Clear
15.0,1010.0,50,0.0,5,30.8,Clear
15.8,1009.0,48,0.0,3,32.0,Clear
16.4,1009.0,47,0.0,10,34.2,Clear
17.1,1008.0,46,0.0,16,36.4,Clear
17.7,1008.0,45,0.0,23,38.5,Clear
17.1,1008.0,44,0.0,20,40.4,Clear
16.5,1008.0,44,0.0,17,42.4,Clear
15.9,1009.0,44,0.0,15,44.3,Clear
15.2,1009.0,44,0.0,10,44.9,Clear
14.4,1010.0,44,0.0,6,45.5,Clear
13.7,1011.0,44,0.0,2,46.1,Clear
13.3,1012.0,45,0.0,1,44.9,Clear
13.0,1012.0,45,0.0,1,43.7,Clear
12.6,1013.0,46,0.0,0,42.5,Clear
12.4,1013.0,48,0.0,1,40.9,Clear
12.3,1014.0,49,0.0,1,39.4,Clear
12.1,1014.0,51,0.0,2,37.8,Clear
11.9,1014.0,52,0.0,1,37.3,Clear
11.8,1014.0,54,0.0,1,36.8,Clear
11.6,1014.0,55,0.0,1,36.4,Clear
11.4,1014.0,56,0.0,1,34.4,Clear
11.1,1014.0,57,0.0,0,32.5,Clear
10.9,1014.0,58,0.0,0,30.6,Clear
11.4,1014.0,56,0.0,0,28.6,Clear
11.8,1014.0,54,0.0,0,26.5,Clear
12.3,1014.0,52,0.0,0,24.5,Clear
13.4,1014.0,49,0.0,0,22.9,Clear
14.5,1013.0,45,0.0,0,21.4,Clear
15.6,1012.0,42,0.0,0,19.8,Clear
16.2,1012.0,41,0.0,1,21.0,Clear
16.8,1011.0,40,0.0,1,22.2,Clear
17.4,1011.0,39,0.0,2,23.4,Clear
16.9,1011.0,41,0.0,2,25.8,Clear
16.4,1011.0,44,0.0,3,28.2,Clear
15.9,1011.0,46,0.0,4,30.6,Clear
15.4,1011.0,48,0.0,4,31.7,Clear
14.8,1011.0,51,0.0,5,32.8,Clear
14.3,1011.0,53,0.0,5,33.8,Clear
14.2,1011.0,54,0.0,5,35.4,Clear
14.1,1010.0,54,0.0,5,37.0,Clear
14.0,1010.0,55,0.0,5,38.5,Clear
14.1,1009.0,55,0.0,7,39.2,Clear
14.1,1008.0,54,0.0,8,40.0,Clear
14.2,1008.0,54,0.0,10,40.7,Clear
14.3,1007.0,54,0.0,13,41.0,Clear
14.3,1007.0,54,0.0,17,41.4,Clear
14.4,1007.0,55,0.0,20,41.8,Clear
15.1,1007.0,53,0.0,27,40.7,Clear
15.9,1007.0,51,0.0,34,39.6,Clear
16.6,1007.0,50,0.0,41,38.5,Clear
17.1,1006.0,48,0.0,39,38.5,Clear
17.6,1006.0,46,0.0,37,38.5,Clear
18.1,1005.0,44,0.0,35,38.5,Clear
18.0,1005.0,43,0.0,35,38.8,Clear
18.0,1005.0,43,0.0,35,39.0,Clear
17.9,1005.0,42,0.0,36,39.2,Clear
17.2,1006.0,44,0.0,40,38.4,Clear
16.6,1007.0,45,0.0,44,37.6,Clear
15.9,1008.0,47,0.0,49,36.7,Clear
15.1,1008.0,48,0.0,43,36.7,Clear
14.3,1009.0,50,0.0,37,36.7,Clear
13.5,1010.0,51,0.0,31,36.7,Clear
12.9,1010.0,51,0.0,23,37.2,Clear
12.3,1011.0,50,0.0,15,37.7,Clear
11.7,1012.0,50,0.0,7,38.2,Clear
11.3,1012.0,50,0.0,5,37.2,Clear
11.0,1013.0,50,0.0,4,36.2,Clear
10.6,1013.0,50,0.0,3,35.3,Clear
10.4,1014.0,51,0.0,2,35.4,Clear
10.1,1014.0,52,0.0,2,35.5,Clear
9.9,1015.0,53,0.0,1,35.6,Clear
10.4,1016.0,52,0.0,1,34.9,Clear
10.9,1016.0,51,0.0,0,34.2,Clear
11.4,1017.0,49,0.0,0,33.5,Clear
12.4,1017.0,46,0.0,0,31.2,Clear
13.3,1017.0,42,0.0,0,28.9,Clear
14.3,1017.0,39,0.0,0,26.6,Clear
14.6,1017.0,38,0.0,1,26.5,Clear
15.0,1018.0,37,0.0,2,26.4,Clear
15.3,1018.0,37,0.0,2,26.3,Clear
14.7,1018.0,40,0.0,2,28.4,Clear
14.0,1019.0,43,0.0,2,30.6,Clear
13.4,1020.0,46,0.0,1,32.8,Clear
12.7,1020.0,49,0.0,1,33.8,Clear
12.1,1021.0,52,0.0,1,34.9,Clear
11.4,1022.0,55,0.0,2,36.0,Clear
11.1,1022.0,57,0.0,2,35.3,Clear
10.7,1022.0,58,0.0,2,34.6,Clear
10.4,1022.0,60,0.0,2,33.8,Clear
10.4,1022.0,61,0.0,5,33.2,Clear
10.3,1022.0,63,0.0,8,32.6,Clear
10.3,1022.0,64,0.0,11,32.0,Clear
10.3,1022.0,65,0.0,13,31.7,Clear
10.4,1022.0,66,0.0,14,31.3,Clear
10.4,1022.0,67,0.0,16,31.0,Clear
11.3,1023.0,65,0.0,15,29.6,Clear
12.1,1023.0,63,0.0,13,28.3,Clear
13.0,1023.0,61,0.0,12,27.0,Clear
14.3,1023.0,57,0.0,10,26.2,Clear
15.6,1023.0,53,0.0,7,25.3,Clear
16.9,1022.0,50,0.0,5,24.5,Clear
17.4,1022.0,49,0.0,5,24.7,Clear
17.9,1022.0,48,0.0,6,25.0,Clear
18.4,1022.0,48,0.0,6,25.2,Clear
17.9,1023.0,49,0.0,10,26.8,Clear
17.3,1023.0,51,0.0,15,28.3,Clear
16.8,1024.0,53,0.0,19,29.9,Clear
16.1,1024.0,56,0.0,19,30.1,Clear
15.4,1025.0,58,0.0,19,30.4,Clear
14.7,1025.0,61,0.0,19,30.6,Clear
14.4,1026.0,63,0.0,22,30.8,Clear
14.2,1026.0,65,0.0,24,31.1,Clear
13.9,1026.0,67,0.0,27,31.3,Clear
13.8,1026.0,69,0.0,37,32.3,Clear
13.8,1026.0,71,0.0,48,33.2,Clear
13.7,1026.0,73,0.0,58,34.2,Clear
13.8,1027.0,74,0.0,66,34.6,Clear
14.0,1027.0,75,0.0,73,34.9,Chance of rain
14.1,1027.0,76,0.0,80,35.3,Chance of rain
14.7,1027.0,75,0.0,83,34.4,Chance of rain
15.4,1027.0,74,0.03,86,33.6,Chance of rain
16.0,1028.0,73,0.04,89,32.8,Chance of rain
16.6,1027.0,71,0.02,90,32.0,Chance of rain
17.1,1027.0,70,0.03,91,31.3,Rainy
17.7,1027.0,69,0.04,92,30.6,Rainy
17.7,1027.0,69,0.02,90,31.6,Rainy
17.7,1027.0,70,0.07,88,32.5,Chance of rain
17.7,1027.0,71,0.09,86,33.5,Chance of rain
17.3,1027.0,73,0.04,82,34.2,Chance of rain
17.0,1027.0,74,0.03,77,34.9,Rainy
16.6,1028.0,76,0.04,73,35.6,Rainy
16.3,1028.0,77,0.02,70,34.1,Rainy
16.1,1028.0,78,0.07,67,32.5,Chance of rain
15.8,1028.0,79,0.09,63,31.0,Chance of rain
15.6,1028.0,80,0.04,60,29.3,Chance of rain
15.3,1028.0,80,0.07,57,27.6,Rainy
15.1,1028.0,80,0.09,54,25.9,Rainy
14.9,1028.0,81,0.04,60,25.6,Rainy
14.8,1028.0,82,0.03,66,25.2,Chance of rain
14.6,1028.0,82,0.04,73,24.8,Chance of rain
14.5,1028.0,83,0.02,77,24.4,Chance of rain
14.4,1028.0,83,0.03,82,23.9,Chance of rain
14.3,1028.0,83,0.04,86,23.4,Chance of rain
14.7,1028.0,81,0.02,82,22.6,Chance of rain
15.0,1028.0,80,0.07,77,21.7,Chance of rain
15.4,1028.0,78,0.09,73,20.9,Chance of rain
16.1,1027.0,75,0.04,68,19.2,Chance of rain
16.8,1026.0,72,0.03,64,17.5,Rainy
17.5,1026.0,69,0.04,59,15.8,Rainy
17.6,1025.0,69,0.02,55,15.1,Rainy
17.7,1024.0,69,0.0,51,14.4,Clear
17.8,1023.0,69,0.0,47,13.7,Clear
17.4,1023.0,71,0.0,55,14.4,Clear
17.0,1022.0,73,0.23,63,15.1,Clear
16.6,1022.0,75,0.31,71,15.8,Clear
16.3,1022.0,76,0.16,70,16.7,Clear
15.9,1022.0,78,0.6,68,17.5,Chance of rain
15.6,1022.0,79,0.8,67,18.4,Chance of rain
15.3,1021.0,80,0.4,63,19.2,Chance of rain
14.9,1021.0,81,0.33,60,20.0,Rainy
30.8,1004.0,76,0.0,0,36.4,Clear
30.7,1004.0,75,0.0,0,36.6,Clear
30.6,1004.0,75,0.0,1,36.8,Clear
30.5,1004.0,74,0.0,1,37.1,Clear
30.6,1004.0,74,0.0,2,35.8,Clear
30.8,1004.0,73,0.0,2,34.4,Clear
30.9,1004.0,73,0.0,3,33.1,Clear
31.8,1005.0,69,0.0,2,29.9,Clear
32.7,1005.0,65,0.0,2,26.6,Clear
33.6,1005.0,62,0.0,2,23.4,Clear
34.3,1005.0,60,0.0,1,24.1,Clear
35.0,1005.0,58,0.0,1,24.8,Clear
35.7,1004.0,56,0.0,1,25.6,Clear
35.3,1004.0,59,0.0,1,27.5,Clear
34.8,1003.0,61,0.0,1,29.4,Clear
34.4,1003.0,64,0.0,1,31.3,Clear
33.7,1003.0,67,0.0,1,31.2,Clear
33.1,1003.0,69,0.0,1,31.1,Clear
32.4,1003.0,72,0.0,2,31.0,Clear
32.0,1003.0,74,0.0,2,31.6,Clear
31.6,1004.0,75,0.0,3,32.2,Clear
31.2,1004.0,77,0.0,3,32.8,Clear
31.1,1004.0,77,0.0,3,33.2,Clear
30.9,1004.0,77,0.0,4,33.7,Clear
30.8,1005.0,77,0.0,4,34.2,Clear
30.6,1004.0,76,0.0,4,35.3,Clear
30.5,1004.0,76,0.0,4,36.4,Clear
30.3,1004.0,76,0.0,3,37.4,Clear
30.4,1004.0,75,0.0,3,36.1,Clear
30.5,1004.0,75,0.0,3,34.8,Clear
30.6,1004.0,74,0.0,3,33.5,Clear
31.5,1005.0,71,0.0,4,31.4,Clear
32.3,1005.0,68,0.0,5,29.4,Clear
33.2,1006.0,65,0.0,6,27.4,Clear
34.0,1005.0,62,0.0,7,27.8,Clear
34.8,1005.0,59,0.0,7,28.3,Clear
35.6,1004.0,57,0.0,7,28.8,Clear
35.3,1004.0,58,0.0,7,30.6,Clear
35.0,1003.0,60,0.0,7,32.4,Clear
34.7,1002.0,62,0.0,7,34.2,Clear
33.9,1002.0,65,0.0,7,34.4,Clear
33.2,1002.0,68,0.0,7,34.7,Clear
32.4,1002.0,71,0.0,7,34.9,Clear
32.1,1002.0,71,0.0,7,34.1,Clear
31.7,1002.0,71,0.0,7,33.2,Clear
31.4,1003.0,71,0.0,7,32.4,Clear
31.4,1003.0,70,0.0,7,32.2,Clear
31.3,1003.0,69,0.0,7,31.9,Clear
31.3,1004.0,68,0.0,7,31.7,Clear
31.2,1003.0,67,0.0,7,34.4,Clear
31.0,1003.0,67,0.0,6,37.2,Clear
30.9,1003.0,67,0.0,5,40.0,Clear
30.8,1003.0,69,0.0,13,38.8,Clear
30.7,1004.0,72,0.07,20,37.6,Rainy
30.6,1004.0,74,0.09,28,36.4,Rainy
31.3,1004.0,72,0.04,45,33.7,Rainy
32.1,1005.0,69,0.23,62,31.1,Rainy
32.8,1005.0,67,0.31,80,28.4,Rainy
33.6,1005.0,63,0.16,72,27.5,Rainy
34.5,1004.0,60,0.17,63,26.5,Clear
35.3,1004.0,56,0.22,55,25.6,Clear
35.2,1003.0,57,0.11,39,27.2,Clear
35.2,1003.0,57,0.0,23,28.9,Clear
35.1,1002.0,58,0.0,6,30.6,Clear
34.3,1002.0,61,0.0,6,33.0,Clear
33.6,1001.0,64,0.0,5,35.4,Clear
32.8,1001.0,67,0.0,5,37.8,Clear
32.1,1001.0,68,0.0,6,39.0,Clear
31.5,1002.0,70,0.0,6,40.2,Clear
30.8,1002.0,71,0.0,7,41.4,Clear
30.5,1003.0,71,0.0,7,43.2,Clear
30.1,1003.0,70,0.0,6,45.0,Clear
29.8,1003.0,70,0.0,6,46.8,Clear
30.0,1003.0,72,0.0,9,45.8,Clear
30.1,1003.0,74,0.0,11,44.9,Chance of rain
30.3,1003.0,76,0.0,13,43.9,Chance of rain
30.4,1003.0,76,0.0,17,38.8,Chance of rain
30.4,1003.0,76,0.0,20,33.6,Clear
30.5,1004.0,77,0.0,24,28.4,Clear
31.3,1004.0,73,0.0,19,26.3,Clear
32.0,1004.0,70,0.0,14,24.1,Clear
32.8,1004.0,66,0.0,9,22.0,Clear
33.6,1004.0,64,0.0,8,22.6,Clear
34.4,1003.0,61,0.0,8,23.2,Clear
35.2,1003.0,58,0.0,8,23.8,Clear
34.8,1002.0,60,0.0,8,27.2,Clear
34.4,1002.0,63,0.0,8,30.7,Clear
34.0,1001.0,65,0.0,8,34.2,Clear
33.2,1001.0,68,0.0,11,35.8,Clear
32.5,1001.0,70,0.0,15,37.3,Chance of rain
31.7,1001.0,73,0.0,19,38.9,Chance of rain
31.5,1002.0,73,0.0,29,39.4,Chance of rain
31.2,1003.0,74,0.0,38,39.8,Chance of rain
31.0,1003.0,74,0.0,48,40.3,Chance of rain
30.9,1003.0,73,0.0,52,40.2,Chance of rain
30.9,1004.0,72,0.0,56,40.1,Chance of rain
30.8,1004.0,71,0.0,60,40.0,Chance of rain
30.7,1004.0,71,0.0,61,39.2,Chance of rain
30.5,1004.0,71,0.0,62,38.5,Chance of rain
30.4,1004.0,72,0.0,64,37.8,Chance of rain
30.7,1004.0,70,0.0,56,36.2,Chance of rain
30.9,1004.0,69,0.0,49,34.7,Clear
31.2,1005.0,67,0.0,41,33.1,Clear
32.0,1005.0,64,0.0,31,30.6,Clear
32.9,1005.0,61,0.0,21,28.1,Clear
33.7,1005.0,58,0.0,12,25.6,Clear
34.6,1005.0,55,0.0,11,25.6,Clear
35.4,1004.0,52,0.0,11,25.6,Clear
36.3,1004.0,50,0.0,11,25.6,Clear
36.1,1003.0,51,0.0,10,27.7,Clear
35.8,1003.0,53,0.0,9,29.9,Clear
35.6,1002.0,55,0.0,8,32.0,Clear
34.7,1002.0,60,0.0,7,35.3,Clear
33.7,1002.0,64,0.0,6,38.5,Clear
32.8,1002.0,69,0.0,6,41.8,Clear
32.4,1002.0,70,0.0,7,43.0,Clear
32.0,1003.0,72,0.0,8,44.2,Clear
31.6,1003.0,73,0.0,9,45.4,Clear
31.5,1003.0,72,0.0,10,45.2,Clear
31.3,1003.0,71,0.0,11,45.1,Clear
31.2,1004.0,71,0.0,12,45.0,Clear
31.2,1003.0,70,0.0,11,42.6,Clear
31.2,1003.0,69,0.0,11,40.2,Clear
31.2,1003.0,68,0.0,11,37.8,Clear
31.5,1003.0,66,0.0,10,35.4,Clear
31.9,1004.0,64,0.0,9,33.0,Clear
32.2,1004.0,62,0.0,8,30.6,Clear
33.1,1004.0,58,0.0,8,25.9,Clear
34.1,1005.0,55,0.0,8,21.2,Clear
35.0,1005.0,51,0.0,8,16.6,Clear
35.7,1005.0,50,0.0,8,15.5,Clear
36.3,1005.0,50,0.0,8,14.4,Clear
37.0,1005.0,49,0.0,8,13.3,Clear
36.4,1004.0,51,0.0,6,18.2,Clear
35.8,1003.0,53,0.0,5,23.2,Clear
35.2,1003.0,56,0.0,3,28.1,Clear
34.5,1003.0,59,0.0,4,29.4,Clear
33.7,1003.0,62,0.0,5,30.7,Clear
33.0,1003.0,65,0.0,6,32.0,Clear
32.5,1003.0,67,0.0,7,33.2,Clear
32.1,1004.0,70,0.0,8,34.4,Clear
31.6,1004.0,72,0.0,9,35.6,Clear
31.4,1004.0,73,0.0,10,37.0,Clear
31.1,1004.0,74,0.0,11,38.3,Clear
30.9,1004.0,74,0.0,12,39.6,Clear
30.8,1004.0,74,0.0,13,39.1,Clear
30.7,1004.0,73,0.0,15,38.6,Clear
30.6,1003.0,72,0.0,17,38.2,Clear
31.0,1004.0,70,0.0,21,36.0,Clear
31.4,1004.0,67,0.0,25,33.8,Chance of rain
31.8,1004.0,65,0.0,29,31.7,Chance of rain
32.9,1004.0,61,0.0,34,28.7,Chance of rain
34.0,1005.0,56,0.0,38,25.7,Clear
